,time,volume,occupancy,speed
1147,094730000,5,2,57
1148,094800000,8,4,55
1149,094831000,6,3,54
1150,094902000,12,6,58
1151,094932000,8,4,54
1152,095002000,8,4,52
1153,095033000,2,1,55
1154,095103000,7,4,57
1155,095134000,8,4,57
1156,095205000,8,4,63
1157,095235000,10,5,63
1158,095305000,19,11,61
1159,095336000,4,2,58
1160,095406000,5,2,56
1161,095437000,3,1,55
1162,095507000,10,8,56
1163,095538000,9,4,59
1164,095609000,8,4,56
1165,095639000,6,3,54
1166,095709000,8,4,53
1167,095740000,12,7,57
1168,095810000,7,3,56
1169,095841000,8,4,52
1170,095911000,4,3,53
1171,095942000,14,7,52
1172,100012000,8,4,53
1173,100043000,6,3,53
1174,100113000,6,3,57
1175,100143000,8,7,56
1176,100213000,5,3,55
1177,100243000,7,4,56
1178,100314000,5,2,58
1179,100344000,6,3,61
1180,100415000,4,2,62
1181,100446000,9,4,58
1182,100516000,5,2,58
1183,100547000,5,2,60
1184,100617000,12,7,58
1185,100647000,11,6,58
1186,100718000,6,3,58
1187,100748000,7,3,58
1188,100818000,4,2,57
1189,100849000,5,2,56
1190,100919000,3,1,56
1191,100950000,6,3,57
1192,101020000,7,5,55
1193,101051000,7,3,54
1194,101121000,8,4,52
1195,101151000,5,2,50
1196,101222000,7,3,51
1197,101252000,2,1,50
1198,101322000,9,5,53
1199,101352000,6,3,54
1200,101423000,8,4,58
1201,101454000,9,5,60
1202,101524000,9,5,61
1203,101524000,9,5,61
1204,101626000,9,4,55
1205,101657000,8,4,54
1206,101727000,11,8,56
1207,101758000,5,2,56
1208,101828000,3,1,56
1209,101859000,9,7,58
1210,101929000,5,2,60
1211,102000000,7,3,62
1212,102030000,8,4,61
1213,102101000,8,4,57
1214,102131000,6,3,59
1215,102202000,7,3,63
1216,102232000,7,3,63
1217,102303000,6,3,63
1218,102333000,11,5,59
1219,102404000,2,1,60
1220,102435000,5,3,58
1221,102505000,4,2,60
1222,102536000,6,3,59
1223,102607000,5,2,57
1224,102637000,6,5,59
1225,102708000,7,3,58
1226,102738000,14,11,57
1227,102809000,7,3,55
1228,102839000,1,1,55
1229,102910000,9,4,55
1230,102940000,6,3,54
1231,103011000,8,6,57
1232,103041000,7,3,58
1233,103112000,10,5,58
1234,103143000,5,2,57
1235,103213000,17,8,55
1236,103244000,5,2,57
1237,103314000,8,4,56
1238,103344000,11,5,55
1239,103415000,15,7,55
1240,103445000,3,1,55
1241,103515000,12,10,57
1242,103546000,4,2,55
1243,103616000,3,1,53
1244,103647000,10,5,53
1245,103717000,5,2,55
1246,103747000,7,3,57
1247,103817000,4,2,58
1248,103847000,5,3,60
1249,103917000,11,5,60
1250,103948000,5,3,58
1251,104018000,1,1,57
1252,104048000,4,2,57
1253,104118000,13,8,63
1254,104148000,3,2,65
1255,104219000,4,3,67
1256,104250000,8,4,66
1257,104320000,4,2,65
1258,104351000,6,4,63
1259,104421000,0,0,0
1260,104451000,5,2,61
1261,104522000,5,2,60
1262,104552000,12,7,59
1263,104623000,6,3,58
1264,104653000,5,2,58
1265,104723000,4,2,59
1266,104754000,4,2,60
1267,104824000,9,4,60
1268,104854000,12,6,60
1269,104925000,9,4,58
1270,104956000,10,7,58
1271,105057000,7,3,63
1272,105127000,8,5,59
1273,105127000,8,5,59
1274,105158000,8,4,58
1275,105228000,2,1,58
1276,105329000,4,2,58
1277,105359000,7,5,57
1278,105430000,3,1,57
1279,105500000,8,4,55
1280,105531000,3,1,55
1281,105601000,5,2,57
1282,105632000,4,2,57
1283,105702000,3,1,57
1284,105733000,8,4,58
1285,105803000,6,3,58
1286,105834000,9,4,55
1287,105904000,5,2,56
1288,105935000,2,1,56
1289,110005000,5,2,58
1290,110035000,6,3,58
1291,110105000,3,1,58
1292,110135000,8,4,59
1293,110206000,7,5,57
1294,110236000,5,2,57
1295,110307000,6,3,57
1296,110337000,9,4,57
1297,110407000,8,4,60
1298,110437000,3,2,60
1299,110508000,2,1,60
1300,110539000,7,5,55
1301,110609000,10,6,57
1302,110640000,6,3,57
1303,110710000,7,3,55
1304,110741000,10,5,55
1305,110811000,5,2,54
1306,110842000,6,5,55
1307,110912000,2,1,57
1308,110942000,9,4,60
1309,111013000,10,5,59
1310,111043000,7,3,64
1311,111113000,5,2,66
1312,111144000,6,4,66
1313,111214000,8,4,61
1314,111244000,10,5,58
1315,111315000,5,4,60
1316,111345000,8,4,59
1317,111415000,3,2,59
1318,111445000,3,1,61
1319,111516000,6,4,58
1320,111547000,8,4,58
1321,111617000,12,6,57
1322,111647000,11,5,55
1323,111718000,12,6,55
1324,111748000,17,8,60
1325,111818000,5,2,61
1326,111849000,7,3,62
1327,111920000,7,3,59
1328,111951000,7,3,57
1329,112021000,5,2,57
1330,112051000,7,3,55
1331,112122000,10,6,60
1332,112153000,16,8,60
1333,112223000,9,6,62
1334,112254000,4,2,60
1335,112324000,7,3,58
1336,112355000,3,2,57
1337,112425000,8,4,54
1338,112425000,8,4,54
1339,112526000,3,1,55
1340,112556000,9,4,58
1341,112627000,4,2,57
1342,112657000,8,4,54
1343,112728000,12,7,53
1344,112758000,5,2,55
1345,112828000,13,6,55
1346,112858000,6,3,55
1347,112929000,7,3,57
1348,113000000,7,3,57
1349,113030000,5,2,57
1350,113101000,8,4,57
1351,113132000,8,4,57
1352,113202000,9,4,58
1353,113233000,7,3,55
1354,113304000,7,3,57
1355,113334000,6,3,57
1356,113405000,9,4,55
1357,113435000,2,1,55
1358,113505000,9,4,57
1359,113536000,3,3,57
1360,113606000,7,4,57
1361,113637000,6,3,56
1362,113707000,3,1,55
1363,113737000,2,1,55
1364,113808000,7,4,58
1365,113839000,10,5,61
1366,113909000,4,2,61
1367,113939000,10,5,62
1368,114009000,6,3,58
1369,114040000,4,4,59
1370,114110000,5,2,60
1371,114140000,9,4,60
1372,114211000,6,3,57
1373,114242000,4,2,55
1374,114312000,6,3,59
1375,114343000,13,8,65
1376,114413000,6,3,64
1377,114444000,4,2,63
1378,114514000,8,4,59
1379,114545000,4,2,59
1380,114616000,3,1,59
1381,114646000,7,3,58
1382,114716000,11,5,54
1383,114746000,5,2,55
1384,114817000,6,3,53
1385,114848000,11,5,51
1386,114918000,5,2,53
1387,114948000,9,4,57
1388,115018000,6,3,57
1389,115048000,11,5,56
1390,115119000,6,3,56
1391,115150000,3,1,55
1392,115220000,5,2,54
1393,115250000,9,4,55
1394,115320000,2,1,55
1395,115351000,7,3,53
1396,115422000,8,4,53
1397,115452000,5,2,53
1398,115523000,5,2,55
1399,115553000,15,9,54
1400,115623000,11,5,53
1401,115653000,9,5,51
1402,115724000,6,3,53
1403,115754000,13,6,58
1404,115825000,1,1,58
1405,115856000,8,4,62
1406,115927000,3,1,62
1407,115958000,10,5,60
1408,120029000,4,2,58
1409,120059000,2,2,58
1410,120130000,17,10,60
1411,120200000,5,5,58
1412,120231000,5,2,58
1413,120301000,5,2,57
1414,120332000,9,4,57
1415,120402000,5,2,56
1416,120433000,5,2,57
1417,120503000,3,1,57
1418,120534000,7,3,57
1419,120604000,8,4,60
1420,120635000,6,3,57
1421,120705000,3,1,57
1422,120736000,2,1,57
1423,120806000,7,3,60
1424,120837000,8,10,61
1425,120907000,13,9,59
1426,120938000,6,3,57
1427,121008000,5,2,57
1428,121039000,6,3,52
1429,121110000,5,2,48
1430,121140000,8,4,51
1431,121210000,12,6,59
1432,121241000,4,3,60
1433,121311000,4,2,59
1434,121341000,7,3,57
1435,121411000,12,6,58
1436,121442000,3,1,57
1437,121513000,10,5,56
1438,121544000,5,2,55
1439,121614000,7,4,57
1440,121645000,6,3,57
1441,121715000,9,4,57
1442,121746000,9,4,57
1443,121816000,5,2,57
1444,121847000,9,7,53
1445,121917000,11,5,53
1446,121948000,10,5,55
1447,122019000,10,5,57
1448,122049000,7,3,56
1449,122119000,10,6,61
1450,122150000,7,3,61
1451,122220000,6,4,61
1452,122251000,1,1,60
1453,122321000,6,3,59
1454,122352000,4,2,58
1455,122423000,12,7,59
1456,122453000,6,3,59
1457,122524000,10,5,60
1458,122554000,4,2,60
1459,122625000,5,4,59
1460,122655000,12,6,62
1461,122655000,12,6,62
1462,122756000,1,1,62
1463,122827000,1,1,61
1464,122927000,6,3,55
1465,122957000,3,1,53
1466,123028000,14,7,49
1467,123059000,9,4,48
1468,123129000,5,2,48
1469,123200000,8,4,50
1470,123230000,6,3,52
1471,123300000,7,3,53
1472,123330000,3,1,53
1473,123401000,5,2,54
1474,123432000,7,3,59
1475,123503000,12,6,57
1476,123533000,5,5,58
1477,123603000,10,5,57
1478,123634000,2,1,56
1479,123704000,4,2,56
1480,123735000,2,1,56
1481,123805000,1,1,56
1482,123835000,14,7,56
1483,123905000,11,5,60
1484,123936000,5,2,58
1485,124007000,8,7,58
1486,124038000,8,4,55
1487,124109000,7,3,51
1488,124139000,5,2,50
1489,124210000,9,4,49
1490,124240000,9,4,53
1491,124311000,7,3,55
1492,124342000,6,3,55
1493,124412000,1,1,55
1494,124442000,1,1,55
1495,124513000,12,6,55
1496,124543000,5,2,56
1497,124613000,3,1,55
1498,124643000,4,2,54
1499,124714000,14,9,55
1500,124744000,13,6,55
1501,124814000,2,1,55
1502,124845000,6,3,55
1503,124916000,11,5,55
1504,124947000,4,2,54
1505,125017000,5,4,55
1506,125048000,6,5,57
1507,125118000,1,1,57
1508,125148000,7,3,57
1509,125219000,2,1,57
1510,125249000,8,4,55
1511,125319000,5,2,54
1512,125350000,4,2,55
1513,125421000,3,1,56
1514,125451000,12,6,56
1515,125552000,8,5,55
1516,125622000,4,2,54
1517,125653000,9,4,55
1518,125723000,12,6,56
1519,125754000,6,3,55
1520,125825000,4,2,55
1521,125855000,5,2,56
1522,125926000,9,4,55
1523,125957000,0,0,0
1524,130027000,5,3,55
1525,130057000,4,2,56
1526,130128000,7,3,57
1527,130228000,10,5,57
1528,130259000,2,1,54
1529,130330000,4,2,52
1530,130400000,10,5,51
1531,130431000,10,5,53
1532,130501000,8,5,55
1533,130532000,5,2,56
1534,130602000,3,1,57
1535,130632000,8,4,57
1536,130703000,6,3,57
1537,130733000,9,5,56
1538,130804000,2,1,55
1539,130834000,4,2,55
1540,130904000,10,7,58
1541,130934000,4,2,57
1542,131004000,7,4,53
1543,131034000,2,1,53
1544,131105000,9,4,53
1545,131135000,9,4,50
1546,131205000,6,4,48
1547,131236000,17,8,50
1548,131307000,8,4,52
1549,131337000,4,2,52
1550,131407000,3,1,52
1551,131438000,9,4,56
1552,131508000,5,2,57
1553,131539000,3,3,57
1554,131610000,18,9,58
1555,131640000,12,7,57
1556,131710000,7,3,57
1557,131741000,3,1,57
1558,131811000,6,3,58
1559,131842000,9,5,57
1560,131912000,11,5,61
1561,131943000,11,5,62
1562,132013000,9,4,58
1563,132044000,8,4,56
1564,132114000,1,1,55
1565,132145000,6,3,56
1566,132215000,10,6,60
1567,132245000,7,3,62
1568,132316000,1,1,61
1569,132346000,9,4,57
1570,132417000,5,2,57
1571,132447000,6,3,59
1572,132517000,11,6,62
1573,132548000,10,5,61
1574,132618000,12,6,55
1575,132649000,4,2,57
1576,132719000,6,3,57
1577,132749000,6,3,55
1578,132820000,10,5,56
1579,132850000,6,3,56
1580,132920000,7,5,55
1581,132950000,6,3,57
1582,133021000,8,4,63
1583,133051000,8,4,62
1584,133121000,11,5,57
1585,133152000,9,4,57
1586,133223000,8,4,62
1587,133254000,4,2,62
1588,133324000,13,6,61
1589,133355000,11,5,59
1590,133425000,9,4,55
1591,133456000,3,1,54
1592,133556000,9,4,53
1593,133556000,9,4,53
1594,133657000,6,3,53
1595,133727000,6,3,53
1596,133758000,9,4,56
1597,133758000,9,4,56
1598,133828000,10,5,58
1599,133858000,5,2,56
1600,133929000,7,4,58
1601,133959000,13,6,57
1602,134030000,7,3,56
1603,134100000,8,4,55
1604,134130000,8,4,55
1605,134201000,4,2,54
1606,134232000,12,7,58
1607,134303000,11,6,62
1608,134333000,9,4,57
1609,134403000,10,5,54
1610,134434000,7,3,55
1611,134504000,7,3,56
1612,134535000,6,3,53
1613,134606000,3,1,53
1614,134636000,7,4,55
1615,134707000,6,3,59
1616,134738000,4,2,59
1617,134808000,7,3,60
1618,134838000,12,7,57
1619,134909000,9,4,52
1620,134939000,9,4,53
1621,135009000,3,1,53
1622,135039000,3,1,52
1623,135110000,11,5,49
1624,135140000,16,8,50
1625,135211000,2,3,52
1626,135241000,7,3,58
1627,135311000,4,2,60
1628,135342000,5,2,59
1629,135412000,11,5,59
1630,135443000,13,6,56
1631,135513000,3,1,57
1632,135543000,4,2,57
1633,135613000,9,4,57
1634,135644000,4,2,58
1635,135714000,10,5,57
1636,135744000,10,5,57
1637,135815000,3,1,57
1638,135845000,7,6,58
1639,135916000,9,4,63
1640,135946000,8,7,66
1641,140016000,6,5,67
1642,140046000,6,3,63
1643,140116000,14,7,56
1644,140147000,10,8,56
1645,140217000,4,2,57
1646,140247000,12,7,62
1647,140317000,13,7,62
1648,140348000,7,3,57
1649,140418000,3,1,57
1650,140449000,6,3,60
1651,140519000,12,6,59
1652,140550000,14,7,57
1653,140620000,4,2,57
1654,140650000,4,2,57
1655,140720000,7,5,56
1656,140750000,7,3,55
1657,140821000,6,3,55
1658,140851000,12,6,56
1659,140922000,7,3,57
1660,140953000,5,2,56
1661,141024000,10,5,57
1662,141024000,7,3,55
1663,141125000,7,5,53
1664,141155000,9,5,53
1665,141226000,8,4,52
1666,141256000,10,5,53
1667,141326000,3,1,55
1668,141357000,7,3,55
1669,141427000,8,5,61
1670,141457000,2,1,61
1671,141528000,7,3,62
1672,141629000,6,5,66
1673,141659000,3,1,65
1674,141729000,10,6,63
1675,141800000,2,1,63
1676,141831000,6,3,61
1677,141901000,2,1,60
1678,141932000,2,1,58
1679,142002000,13,9,57
1680,142033000,6,3,57
1681,142104000,6,3,57
1682,142134000,8,4,55
1683,142204000,2,1,55
1684,142235000,13,6,56
1685,142306000,8,5,56
1686,142336000,6,3,57
1687,142407000,4,2,56
1688,142437000,16,8,64
1689,142508000,5,2,60
1690,142538000,11,6,56
1691,142609000,7,6,58
1692,142640000,4,2,58
1693,142710000,2,1,58
1694,142741000,11,6,64
1695,142811000,6,3,61
1696,142842000,11,5,58
1697,142912000,3,1,57
1698,142943000,12,6,57
1699,143013000,4,2,58
1700,143043000,10,7,59
1701,143114000,12,6,59
1702,143144000,12,6,58
1703,143215000,6,3,57
1704,143245000,1,1,57
1705,143316000,19,11,55
1706,143347000,7,3,53
1707,143418000,16,8,55
1708,143448000,11,7,58
1709,143518000,7,3,62
1710,143549000,9,4,58
1711,143619000,10,5,58
1712,143650000,9,4,57
1713,143720000,9,4,57
1714,143751000,7,3,55
1715,143821000,7,3,52
1716,143851000,7,3,52
1717,143921000,5,2,55
1718,143952000,11,6,57
1719,144022000,6,3,56
1720,144053000,15,7,52
1721,144123000,11,5,55
1722,144154000,5,2,55
1723,144224000,8,5,54
1724,144254000,10,6,54
1725,144324000,2,1,54
1726,144355000,14,7,57
1727,144425000,9,4,55
1728,144455000,8,4,55
1729,144526000,10,5,54
1730,144557000,7,3,55
1731,144627000,7,6,56
1732,144657000,3,1,55
1733,144657000,3,1,55
1734,144727000,13,9,57
1735,144758000,9,5,56
1736,144829000,14,7,57
1737,144859000,15,7,57
1738,144930000,20,10,55
1739,145000000,12,6,55
1740,145031000,6,3,54
1741,145101000,16,8,56
1742,145131000,5,2,57
1743,145201000,6,3,55
1744,145232000,7,3,55
1745,145303000,9,6,60
1746,145333000,6,3,58
1747,145403000,6,8,61
1748,145434000,10,5,58
1749,145504000,13,6,56
1750,145535000,7,3,58
1751,145605000,14,7,57
1752,145636000,6,3,55
1753,145706000,11,5,53
1754,145736000,8,4,54
1755,145807000,10,5,57
1756,145838000,7,3,58
1757,145908000,10,5,59
1758,145939000,5,2,60
1759,150009000,10,5,59
1760,150040000,9,4,58
1761,150110000,5,3,60
1762,150141000,6,3,58
1763,150211000,6,3,57
1764,150242000,9,4,60
1765,150313000,13,6,60
1766,150343000,14,7,51
1767,150413000,15,7,54
1768,150443000,12,6,54
1769,150513000,5,2,55
1770,150544000,5,2,56
1771,150615000,6,7,57
1772,150645000,4,2,57
1773,150716000,5,2,57
1774,150746000,8,4,56
1775,150817000,5,2,53
1776,150847000,12,6,53
1777,150918000,10,7,57
1778,150949000,6,3,58
1779,151020000,11,5,57
1780,151050000,10,5,57
1781,151120000,9,4,55
1782,151151000,10,5,57
1783,151221000,5,10,56
1784,151251000,8,4,57
1785,151353000,2,1,57
1786,151423000,14,7,57
1787,151453000,8,4,54
1788,151524000,8,4,53
1789,151554000,8,4,57
1790,151624000,10,5,55
1791,151654000,10,5,53
1792,151725000,10,5,53
1793,151755000,8,4,55
1794,151826000,11,5,55
1795,151857000,15,7,57
1796,151928000,4,2,60
1797,152029000,9,4,58
1798,152100000,6,4,58
1799,152130000,9,4,66
1800,152201000,7,5,64
1801,152231000,7,5,60
1802,152302000,14,8,60
1803,152333000,5,2,53
1804,152404000,15,7,54
1805,152434000,15,8,55
1806,152504000,13,7,57
1807,152535000,8,4,55
1808,152606000,8,5,57
1809,152636000,7,4,62
1810,152707000,4,2,61
1811,152737000,2,1,60
1812,152808000,13,6,62
1813,152839000,9,7,58
1814,152909000,6,3,58
1815,152940000,20,10,57
1816,153010000,9,4,57
1817,153041000,10,6,57
1818,153111000,9,4,59
1819,153142000,18,9,60
1820,153212000,6,3,58
1821,153242000,8,4,58
1822,153313000,8,4,58
1823,153343000,9,4,53
1824,153413000,11,5,55
1825,153444000,15,7,58
1826,153514000,14,7,61
1827,153545000,13,6,60
1828,153615000,2,1,60
1829,153646000,7,3,56
1830,153716000,12,6,58
1831,153746000,5,2,60
1832,153817000,10,6,60
1833,153847000,7,4,56
1834,153917000,10,5,52
1835,153948000,8,5,56
1836,154019000,9,4,57
1837,154049000,12,6,53
1838,154120000,7,3,56
1839,154151000,7,3,57
1840,154221000,9,4,57
1841,154251000,17,8,56
1842,154321000,10,6,57
1843,154352000,9,5,58
1844,154422000,18,10,57
1845,154452000,12,6,55
1846,154522000,7,3,53
1847,154553000,18,9,55
1848,154623000,8,4,59
1849,154654000,9,6,61
1850,154724000,3,1,60
1851,154755000,11,5,57
1852,154825000,7,3,53
1853,154855000,10,6,52
1854,154925000,7,3,57
1855,154925000,7,3,57
1856,155026000,13,6,60
1857,155056000,7,3,59
1858,155126000,7,3,60
1859,155156000,10,5,60
1860,155227000,6,3,60
1861,155258000,9,4,54
1862,155258000,9,4,54
1863,155329000,18,9,56
1864,155359000,19,10,57
1865,155429000,7,3,58
1866,155529000,14,7,51
1867,155600000,6,3,49
1868,155630000,3,1,48
1869,155700000,14,7,51
1870,155730000,9,5,53
1871,155801000,7,3,57
1872,155832000,11,6,55
1873,155902000,8,4,53
1874,155933000,15,7,57
1875,160004000,7,3,56
1876,160034000,5,2,55
1877,160105000,6,3,55
1878,160136000,2,1,55
1879,160207000,0,0,0
1880,160237000,14,7,55
1881,160308000,3,3,56
1882,160338000,17,8,56
1883,160409000,1,1,56
1884,160439000,6,5,58
1885,160509000,19,9,60
1886,160540000,5,2,61
1887,160611000,0,0,0
1888,160641000,4,2,60
1889,160712000,16,8,56
1890,160743000,9,4,55
1891,160813000,3,1,55
1892,160844000,11,5,55
1893,160914000,9,4,55
1894,160944000,14,7,58
1895,161014000,9,5,60
1896,161045000,5,2,58
1897,161115000,10,6,59
1898,161145000,9,4,58
1899,161216000,6,3,58
1900,161246000,7,3,57
1901,161316000,5,2,58
1902,161347000,7,12,57
1903,161417000,11,5,57
1904,161448000,13,6,58
1905,161518000,14,8,62
1906,161548000,9,5,57
1907,161618000,13,6,56
1908,161648000,10,6,57
1909,161719000,10,5,52
1910,161749000,8,4,49
1911,161819000,6,3,49
1912,161850000,7,3,53
1913,161920000,6,3,55
1914,161950000,13,8,62
1915,162021000,6,3,59
1916,162051000,12,6,59
1917,162121000,7,3,58
1918,162152000,11,5,60
1919,162222000,10,5,59
1920,162252000,7,3,59
1921,162323000,12,6,58
1922,162353000,8,4,57
1923,162423000,10,5,56
1924,162454000,1,1,56
1925,162525000,5,2,57
1926,162555000,13,6,57
1927,162625000,15,8,61
1928,162655000,7,3,60
1929,162725000,12,6,58
1930,162755000,8,4,57
1931,162826000,6,3,58
1932,162857000,11,6,61
1933,163028000,10,5,53
1934,163059000,7,4,55
1935,163130000,12,6,57
1936,163200000,12,6,53
1937,163230000,7,4,57
1938,163301000,15,7,54
1939,163331000,2,1,54
1940,163401000,10,5,60
1941,163431000,13,6,61
1942,163502000,7,3,57
1943,163532000,8,4,55
1944,163603000,10,5,55
1945,163634000,6,3,59
1946,163704000,12,6,58
1947,163814000,4,2,57
1948,163845000,4,2,57
1949,163915000,10,6,58
1950,163945000,12,6,57
1951,164016000,6,3,58
1952,164046000,11,5,57
1953,164116000,7,3,55
1954,164146000,17,9,55
1955,164217000,15,7,52
1956,164247000,8,4,52
1957,164318000,13,6,49
1958,164348000,6,3,51
1959,164419000,8,4,53
1960,164450000,15,7,51
1961,164521000,13,7,49
1962,164551000,8,4,53
1963,164621000,6,3,55
1964,164652000,16,8,60
1965,164722000,17,8,58
1966,164753000,12,6,56
1967,164823000,2,1,55
1968,164853000,14,7,54
1969,164923000,12,6,52
1970,164953000,11,5,57
1971,165024000,0,0,0
1972,165055000,13,6,55
1973,165126000,7,3,53
1974,165156000,5,2,54
1975,165156000,5,2,54
1976,165257000,8,4,62
1977,165327000,7,3,60
1978,165358000,14,7,60
1979,165459000,13,6,53
1980,165529000,7,3,53
1981,165600000,13,6,55
1982,165630000,6,4,53
1983,165700000,9,4,52
1984,165731000,9,4,52
1985,165801000,12,6,52
1986,165831000,5,2,53
1987,165902000,15,8,55
1988,165933000,8,4,64
1989,170003000,8,4,64
1990,170034000,4,2,58
1991,170104000,6,3,56
1992,170135000,5,2,56
1993,170205000,13,6,58
1994,170235000,9,6,57
1995,170306000,4,2,57
1996,170337000,16,9,57
1997,170407000,14,7,57
1998,170438000,12,6,55
1999,170508000,12,6,55
2000,170539000,9,4,54
2001,170610000,21,10,50
2002,170640000,10,5,54
2003,170711000,6,3,57
2004,170742000,11,5,57
2005,170812000,9,4,53
2006,170842000,10,5,53
2007,170912000,3,1,52
2008,170943000,8,4,54
2009,171013000,16,8,58
2010,171043000,12,6,60
2011,171114000,6,3,58
2012,171144000,6,3,57
2013,171214000,9,4,54
2014,171245000,17,8,52
2015,171315000,10,5,52
2016,171345000,16,8,55
2017,171415000,6,3,58
2018,171445000,11,5,60
2019,171516000,10,5,59
2020,171546000,9,4,59
2021,171617000,12,6,56
2022,171647000,11,5,57
2023,171718000,9,5,57
2024,171748000,8,4,54
2025,171819000,12,6,55
2026,171850000,5,3,54
2027,171920000,12,6,54
2028,171950000,7,3,56
2029,172021000,9,4,56
2030,172051000,9,4,55
2031,172121000,13,6,53
2032,172152000,16,8,55
2033,172222000,10,5,57
2034,172252000,4,2,55
2035,172323000,13,6,53
2036,172353000,6,3,54
2037,172424000,14,7,52
2038,172454000,10,5,55
2039,172524000,13,6,56
2040,172554000,14,7,57
2041,172624000,15,7,53
2042,172624000,15,7,53
2043,172725000,8,4,56
2044,172755000,9,4,57
2045,172825000,4,2,57
2046,172855000,10,5,55
2047,172926000,18,9,55
2048,172956000,5,3,57
2049,173057000,11,5,57
2050,173127000,4,2,57
2051,173157000,10,5,55
2052,173228000,4,2,56
2053,173228000,4,2,56
2054,173328000,9,4,52
2055,173429000,3,1,48
2056,173459000,9,4,52
2057,173530000,9,5,53
2058,173601000,4,3,53
2059,173632000,6,3,55
2060,173702000,12,6,56
2061,173733000,10,6,55
2062,173803000,14,7,60
2063,173833000,7,3,58
2064,173903000,9,4,52
2065,173934000,13,6,53
2066,174004000,7,4,57
2067,174035000,6,3,57
2068,174106000,9,4,58
2069,174137000,4,2,58
2070,174207000,3,2,59
2071,174237000,15,8,64
2072,174308000,8,4,60
2073,174338000,5,2,60
2074,174408000,8,7,59
2075,174439000,18,9,58
2076,174509000,9,4,54
2077,174539000,13,6,52
2078,174610000,11,5,57
2079,174640000,8,4,57
2080,174710000,8,4,59
2081,174740000,9,4,57
2082,174811000,11,5,52
2083,174841000,1,1,52
2084,174911000,5,2,54
2085,174942000,10,5,57
2086,175012000,10,5,58
2087,175043000,7,3,58
2088,175113000,1,1,57
2089,175144000,3,1,57
2090,175214000,14,8,61
2091,175244000,2,1,61
2092,175315000,6,3,60
2093,175345000,5,2,57
2094,175416000,14,7,54
2095,175447000,2,1,53
2096,175517000,9,4,50
2097,175548000,10,5,57
2098,175618000,5,3,58
2099,175648000,5,2,61
2100,175719000,5,2,62
2101,175749000,11,5,60
2102,175820000,5,2,58
2103,175851000,5,2,57
2104,175922000,7,3,55
2105,175952000,10,5,53
2106,180022000,17,8,57
2107,180053000,3,1,57
2108,180123000,4,2,57
2109,180154000,15,7,55
2110,180224000,14,7,53
2111,180254000,14,7,59
2112,180324000,7,3,59
2113,180355000,4,2,58
2114,180425000,3,1,58
2115,180455000,10,5,56
2116,180526000,12,6,55
2117,180627000,7,3,52
2118,180658000,11,5,53
2119,180658000,11,5,53
2120,180728000,13,6,56
2121,180759000,6,3,55
2122,180830000,10,5,57
2123,180900000,7,3,57
2124,180930000,9,4,60
2125,181000000,10,5,61
2126,181031000,4,2,59
2127,181102000,8,4,54
2128,181132000,19,9,55
2129,181202000,5,3,56
2130,181233000,6,3,58
2131,181303000,20,10,60
2132,181334000,13,6,62
2133,181404000,7,3,58
2134,181435000,2,1,59
2135,181505000,14,7,58
2136,181536000,9,4,56
2137,181606000,6,3,55
2138,181637000,6,3,55
2139,181707000,18,9,56
2140,181737000,6,3,54
2141,181808000,8,4,54
2142,181839000,7,4,55
2143,181909000,14,7,60
2144,181940000,10,5,62
2145,182010000,9,4,62
2146,182041000,14,7,58
2147,182111000,9,4,57
2148,182142000,3,3,57
2149,182213000,9,4,58
2150,182243000,12,6,57
2151,182314000,8,4,55
2152,182345000,7,3,55
2153,182415000,7,3,57
2154,182445000,13,6,60
2155,182515000,4,2,62
2156,182545000,10,5,53
2157,182616000,5,2,52
2158,182646000,11,5,57
2159,182717000,11,5,58
2160,182747000,8,5,60
2161,182818000,4,2,60
2162,182848000,5,3,57
2163,182918000,11,5,55
2164,182948000,3,1,55
2165,183019000,6,3,54
2166,183049000,15,7,52
2167,183119000,7,3,50
2168,183149000,4,2,49
2169,183220000,5,2,52
2170,183250000,9,4,52
2171,183321000,8,4,56
2172,183351000,0,0,0
2173,183421000,12,6,57
2174,183451000,6,3,57
2175,183521000,4,2,58
2176,183552000,11,5,60
2177,183623000,8,4,52
2178,183653000,4,2,52
2179,183723000,6,4,52
2180,183723000,6,4,52
2181,183824000,8,4,55
2182,183854000,9,5,59
2183,183924000,4,2,61
2184,183954000,4,2,62
2185,184025000,12,6,62
2186,184055000,8,4,62
2187,184125000,8,4,59
2188,184156000,3,1,58
2189,184226000,13,6,58
2190,184256000,1,1,58
2191,184327000,10,5,59
2192,184357000,7,3,59
2193,184357000,7,3,59
2194,184457000,3,2,58
2195,184527000,5,2,58
2196,184558000,8,4,63
2197,184629000,5,2,62
2198,184659000,7,3,61
2199,184729000,6,3,58
2200,184759000,6,3,57
2201,184830000,6,3,56
2202,184900000,4,2,60
2203,184930000,9,4,65
2204,185001000,8,4,63
2205,185031000,7,3,61
2206,185101000,9,4,58
2207,185132000,3,1,58
2208,185202000,5,2,58
2209,185232000,7,3,57
2210,185302000,2,1,59
2211,185333000,1,1,58
2212,185403000,8,4,57
2213,185434000,6,3,57
2214,185504000,6,3,57
2215,185534000,5,2,57
2216,185605000,9,4,56
2217,185636000,10,5,54
2218,185706000,3,1,53
2219,185737000,17,8,57
2220,185808000,5,2,58
2221,185839000,4,2,60
