,detectorId,dotId,onStreetName,onDirection,atCrossStreet,onLongitude,onLatitude
517,MI170N003.8U,MI170N003.8U,I170,North,Woodson Rd Underpass (MI170N003.8U),-90.3576355,38.68048096
518,MI170N005.0U,MI170N005.0U,I170,North,SO Midland Blvd Overpass (MI170N005.0U),-90.34667206,38.69507217
519,MI170N006.2U,MI170N006.2U,I170,North,NO St. Charles Rock Rd (MI170N006.2U),-90.33493042,38.70890045
520,MI170N007.2U,MI170N007.2U,I170,North,NO Natural Bridge Rd (MI170N007.2U),-90.33220673,38.72232819
521,MI170N008.3U,MI170N008.3U,I170,North,SO Scudder Ave (MI170N008.3U),-90.33467865,38.73833847
522,MI170N009.5U,MI170N009.5U,I170,North,NO Airport Rd (MI170N009.5U),-90.33869171,38.75375366
523,MI170N009.5V,MI170N009.5V,I170,North,NO Airport Rd (MI170N009.5V),-90.33869171,38.75375366
524,MI170N010.5U,MI170N010.5U,I170,North,SO I-270 (MI170N010.5U),-90.33830261,38.76990128
525,MI170S000.3U,MI170S000.3U,I170,South,SO Galleria Pkwy (MI170S000.3U),-90.34375,38.63335419
526,MI170S000.3V,MI170S000.3V,I170,South,SO Galleria Pkwy (MI170S000.3V),-90.34375,38.63335419
527,MI170S001.5U,MI170S001.5U,I170,South,SO Ladue Rd (MI170S001.5U),-90.35089111,38.64995194
528,MI170S002.6U,MI170S002.6U,I170,South,NO Delmar Ave (MI170S002.6U),-90.359375,38.66436768
529,MI170S003.8U,MI170S003.8U,I170,South,Woodson Rd Underpass (MI170S003.8U),-90.3576355,38.68048096
530,MI170S005.0U,MI170S005.0U,I170,South,SO Midland Blvd Overpass (MI170S005.0U),-90.34667206,38.69507217
531,MI170S006.2U,MI170S006.2U,I170,South,NO St. Charles Rock Rd (MI170S006.2U),-90.33493042,38.70890045
532,MI170S006.2V,MI170S006.2V,I170,South,NO St. Charles Rock Rd (MI170S006.2V),-90.33493042,38.70890045
533,MI170S007.2U,MI170S007.2U,I170,South,NO Natural Bridge Rd (MI170S007.2U),-90.33220673,38.72232819
534,MI170S008.3U,MI170S008.3U,I170,South,SO Scudder Ave (MI170S008.3U),-90.33467865,38.73833847
535,MI170S008.3V,MI170S008.3V,I170,South,SO Scudder Ave (MI170S008.3V),-90.33467865,38.73833847
536,MI170S009.5U,MI170S009.5U,I170,South,NO Airport Rd (MI170S009.5U),-90.33869171,38.75375366
537,MI170S009.5V,MI170S009.5V,I170,South,NO Airport Rd (MI170S009.5V),-90.33869171,38.75375366
538,MI170S010.5U,MI170S010.5U,I170,South,SO I-270 (MI170S010.5U),-90.33830261,38.76990128
539,MR370E000.6U,MR370E000.6U,Hwy 370,East,EO I-70 (MR370E000.6U),-90.58911896,38.80722046
540,MR370E001.7U,MR370E001.7U,Hwy 370,East,WO Harry S Truman Blvd (MR370E001.7U),-90.57366943,38.81568146
541,MR370E002.8U,MR370E002.8U,Hwy 370,East,EO Harry S Truman Blvd (MR370E002.8U),-90.55352783,38.81948853
542,MR370E004.0U,MR370E004.0U,Hwy 370,East,WO Elm St (MR370E004.0U),-90.53336334,38.82443237
543,MR370E005.1U,MR370E005.1U,Hwy 370,East,EO Elm St (MR370E005.1U),-90.51350403,38.82332611
544,MR370E005.1V,MR370E005.1V,Hwy 370,East,EO Elm St (MR370E005.1V),-90.51350403,38.82332611
545,MR370E006.2U,MR370E006.2U,Hwy 370,East,EO Elm Point Rd (MR370E006.2U),-90.49420929,38.81628037
546,MR370E007.3U,MR370E007.3U,Hwy 370,East,WO Route 94 (MR370E007.3U),-90.47959137,38.80543137
547,MR370E007.3V,MR370E007.3V,Hwy 370,East,WO Route 94 (MR370E007.3V),-90.47959137,38.80543137
548,MR370E008.6U,MR370E008.6U,Hwy 370,East,EO Missouri River (MR370E008.6U),-90.46033478,38.79455185
549,MR370E009.5U,MR370E009.5U,Hwy 370,East,EO Earth City Expy (MR370E009.5U),-90.44433594,38.79188156
550,MR370E010.7U,MR370E010.7U,Hwy 370,East,WO St Louis Mills Blvd (MR370E010.7U),-90.42319489,38.78911972
551,MR370E011.8U,MR370E011.8U,Hwy 370,East,WO I-270 (MR370E011.8U),-90.41255951,38.77584839
552,MR370W000.6U,MR370W000.6U,Hwy 370,West,EO I-70 (MR370W000.6U),-90.58911896,38.80722046
553,MR370W001.7U,MR370W001.7U,Hwy 370,West,WO Harry S Truman Blvd (MR370W001.7U),-90.57366943,38.81568146
554,MR370W002.8U,MR370W002.8U,Hwy 370,West,EO Harry S Truman Blvd (MR370W002.8U),-90.55352783,38.81948853
555,MR370W004.0U,MR370W004.0U,Hwy 370,West,WO Elm St (MR370W004.0U),-90.53336334,38.82443237
556,MR370W005.1U,MR370W005.1U,Hwy 370,West,EO Elm St (MR370W005.1U),-90.51350403,38.82332611
557,MR370W005.1V,MR370W005.1V,Hwy 370,West,EO Elm St (MR370W005.1V),-90.51350403,38.82332611
558,MR370W006.2U,MR370W006.2U,Hwy 370,West,EO Elm Point Rd (MR370W006.2U),-90.49420929,38.81628037
559,MR370W007.3U,MR370W007.3U,Hwy 370,West,WO Route 94 (MR370W007.3U),-90.47959137,38.80543137
560,MR370W007.3V,MR370W007.3V,Hwy 370,West,WO Route 94 (MR370W007.3V),-90.47959137,38.80543137
561,MR370W008.6U,MR370W008.6U,Hwy 370,West,EO Missouri River (MR370W008.6U),-90.46033478,38.79455185
562,MR370W009.5U,MR370W009.5U,Hwy 370,West,EO Earth City Expy (MR370W009.5U),-90.44433594,38.79188156
563,MR370W010.7U,MR370W010.7U,Hwy 370,West,WO St Louis Mills Blvd (MR370W010.7U),-90.42319489,38.78911972
564,MR370W011.8U,MR370W011.8U,Hwy 370,West,WO I-270 (MR370W011.8U),-90.41255951,38.77584839
565,MR370W011.8V,MR370W011.8V,Hwy 370,West,WO I-270 (MR370W011.8V),-90.41255951,38.77584839
566,MR094E100.6D,MR094E100.6D,Hwy 94,East,OFallon Rd (MR094E100.6D),-90.67257464,38.7173102
567,MR094W100.6D,MR094W100.6D,Hwy 94,West,OFallon Rd (MR094W100.6D),-90.67320228,38.71717627
568,MR094E109.8D,MR094E109.8D,Hwy 94,East,Zumbehl (MR094E109.8D),-90.52345991,38.76892439
569,MR094W109.8D,MR094W109.8D,Hwy 94,West,Zumbehl (MR094W109.8D),-90.52425385,38.76840576
570,MR067N030.5D,MR067N030.5D,Hwy 67,North,Big Bend (MR067N030.5D),-90.40669262,38.56701092
571,MR067S030.5D,MR067S030.5D,Hwy 67,South,Big Bend (MR067S030.5D),-90.40688306,38.56644049
572,MR067N031.5D,MR067N031.5D,Hwy 67,North,Sunset Plaza (MR067N031.5D),-90.40701717,38.55381644
573,MR067S031.5D,MR067S031.5D,Hwy 67,South,Sunset Plaza (MR067S031.5D),-90.40705472,38.55330254
574,MR141N021.6D,MR141N021.6D,Hwy 141,North,Bowles (MR141N021.6D),-90.47354668,38.52547926
575,MR141S012.1D,MR141S012.1D,Hwy 141,South,Bowles (MR141S012.1D),-90.4730612,38.52523165
576,MR141S020.5D,MR141S020.5D,Hwy 141,South,Church Rd (MR141S020.5D),-90.38701057,38.43894694
577,MR141N020.5D,MR141N020.5D,Hwy 141,North,Church Rd (MR141N020.5D),-90.38747191,38.43929569
578,MR067N032.0D,MR067N032.0D,Hwy 67,North,Eddie and Park (MR067N032.0D),-90.40412039,38.54712915
579,MR067S032.0D,MR067S032.0D,Hwy 67,South,Eddie and Park (MR067S032.0D),-90.40364564,38.54665715
580,MR067N033.4D,MR067N033.4D,Hwy 67,North,MO 30 (MR067N033.4D),-90.38500965,38.53329948
581,MR067S033.4D,MR067S033.4D,Hwy 67,South,MO 30 (MR067S033.4D),-90.38443029,38.5327078
582,MR141N019.2D,MR141N019.2D,Hwy 141,North,Helfrich Dr. (MR141N019.2D),-90.49389124,38.55968934
583,MR141S008.7D,MR141S008.7D,Hwy 141,South,Helfrich Dr. (MR141S008.7D),-90.49394488,38.5594838
584,MR067N024.4D,MR067N024.4D,Hwy 67,North,Ladue (MR067N024.4D),-90.4053086,38.65541694
585,MR067S024.4D,MR067S024.4D,Hwy 67,South,Ladue (MR067S024.4D),-90.40545344,38.65471316
586,MR067N026.5D,MR067N026.5D,Hwy 67,North,Litzinger (MR067N026.5D),-90.40576458,38.625762
587,MR067S026.5D,MR067S026.5D,Hwy 67,South,Litzinger (MR067S026.5D),-90.40593624,38.62560065
588,MR067N013.0D,MR067N013.0D,Hwy 67,North,Manresa (MR067N013.0D),-90.34577966,38.79044438
589,MR067S013.0D,MR067S013.0D,Hwy 67,South,Manresa (MR067S013.0D),-90.34611762,38.79036075
590,MR141N006.7D,MR141N006.7D,Hwy 141,North,Meramec-Howard George (MR141N006.7D),-90.50826252,38.58618273
591,MR141S006.7D,MR141S006.7D,Hwy 141,South,Meramec-Howard George (MR141S006.7D),-90.50841272,38.586015
592,MR141N004.6D,MR141N004.6D,Hwy 141,North,Milldale-Manors Way (MR141N004.6D),-90.51200151,38.61559626
593,MR141S004.6D,MR141S004.6D,Hwy 141,South,Milldale-Manors Way (MR141S004.6D),-90.51223755,38.61542441
594,MR067N015.8D,MR067N015.8D,Hwy 67,North,Missouri Bottom (MR067N015.8D),-90.37679136,38.75776456
595,MR067S015.8D,MR067S015.8D,Hwy 67,South,Missouri Bottom (MR067S015.8D),-90.37801445,38.75742154
596,MR067N035.7D,MR067N035.7D,Hwy 67,North,Mueller (MR067N035.7D),-90.34715295,38.52186367
597,MR067S035.7D,MR067S035.7D,Hwy 67,South,Mueller (MR067S035.7D),-90.34690619,38.52163703
598,MR067N008.8D,MR067N008.8D,Hwy 67,North,Old Halls Ferry (MR067N008.8D),-90.28029621,38.81599145
599,MR067S008.8D,MR067S008.8D,Hwy 67,South,Old Halls Ferry (MR067S008.8D),-90.28128862,38.81592875
600,MR067N034.0D,MR067N034.0D,Hwy 67,North,Roxanna (MR067N034.0D),-90.37570238,38.52831411
601,MR067S034.0D,MR067S034.0D,Hwy 67,South,Roxanna (MR067S034.0D),-90.37532687,38.52813366
602,MR141N017.8D,MR141N017.8D,Hwy 141,North,Rte 21 (MR141N017.8D),-90.42463124,38.46288899
603,MR141S017.8D,MR141S017.8D,Hwy 141,South,Rte 21 (MR141S017.8D),-90.42318285,38.4611248
604,MR141S013.8D,MR141S013.8D,Hwy 141,South,30 South Side (MR141S013.8D),-90.44565976,38.51341888
605,MR067N022.4D,MR067N022.4D,Hwy 67,North,Schuetz (MR067N022.4D),-90.40420353,38.68468065
606,MR067S022.4D,MR067S022.4D,Hwy 67,South,Schuetz (MR067S022.4D),-90.40428937,38.6842284
607,MR067N010.2D,MR067N010.2D,Hwy 67,North,Trotter Way (MR067N010.2D),-90.30438781,38.80618088
608,MR067S010.2D,MR067S010.2D,Hwy 67,South,Trotter Way (MR067S010.2D),-90.30483306,38.80609728
609,MR067N019.5D,MR067N019.5D,Hwy 67,North,Whitehall Manor (MR067N019.5D),-90.406757,38.72382261
610,MR067S019.5D,MR067S019.5D,Hwy 67,South,Whitehall Manor (MR067S019.5D),-90.40698767,38.72357987
611,MI070E230.7D,MI070E230.7D,I70,East,E/O Mo River (MI070E230.7D),-90.473804,38.760912
612,MI070W230.7D,MI070W230.7D,I70,West,E/O Mo River (MI070W230.7D),-90.473686,38.7614
613,MI070E232.7D,MI070E232.7D,I70,East,I-270 (MI070E232.7D),-90.440063,38.748955
614,MI070W232.7D,MI070W232.7D,I70,West,I-270 (MI070W232.7D),-90.440168,38.748603
615,MI270N018.8D,MI270N018.8D,I270,North,McKelvey Rd. (MI270N018.8D),-90.44314,38.73183
616,MI270N018.8E,MI270N018.8E,I270,North,McKelvey Rd. (MI270N018.8E),-90.44314,38.73183
617,MI270S018.8D,MI270S018.8D,I270,South,McKelvey Rd. (MI270S018.8D),-90.44376,38.73192
618,MR364E015.9D,MR364E015.9D,Hwy 364,East,E/O Missouri River (MR364E015.9D),-90.51696,38.72947
619,MR364W015.9D,MR364W015.9D,Hwy 364,West,E/O Missouri River (MR364W015.9D),-90.51629,38.72975
620,MR364W018.0D,MR364W018.0D,Hwy 364,West,Creve Couer Mill Rd. (MR364W018.0D),-90.49512,38.70669
621,MR364W018.0E,MR364W018.0E,Hwy 364,West,Creve Couer Mill Rd. (MR364W018.0E),-90.49512,38.70669
622,MR364E018.0D,MR364E018.0D,Hwy 364,East,Creve Couer Mill Rd. (MR364E018.0D),-90.49513,38.70617
623,MR364E018.0E,MR364E018.0E,Hwy 364,East,Creve Couer Mill Rd. (MR364E018.0E),-90.49513,38.70617
624,MR364W019.2D,MR364W019.2D,Hwy 364,West,Amiot Dr. (MR364W019.2D),-90.47411,38.70461
625,MR364E019.2D,MR364E019.2D,Hwy 364,East,Amiot Dr. (MR364E019.2D),-90.47452,38.70414
626,MR364W000.2D,MR364W000.2D,Hwy 94/364,West,WO MidRivers (MR364W000.2D),-90.634304,38.7379
627,MR364E000.2D,MR364E000.2D,Hwy 94/364,East,WO MidRivers (MR364E000.2D),-90.634304,38.7379
628,MR364W001.1D,MR364W001.1D,Hwy 94/364,West,WO Kisker Rd (MR364W001.1D),-90.620367,38.74055
629,MR364E001.1D,MR364E001.1D,Hwy 94/364,East,WO Kisker Rd (MR364E001.1D),-90.620367,38.74055
630,MR364W001.6D,MR364W001.6D,Hwy 94/364,West,EO Central School Rd (MR364W001.6D),-90.603002,38.745147
631,MR364E001.6D,MR364E001.6D,Hwy 94/364,East,EO Central School Rd (MR364E001.6D),-90.603002,38.745147
632,MR364W002.6D,MR364W002.6D,Hwy 94/364,West,Jungerman (MR364W002.6D),-90.590849,38.74774
633,MR364E002.6D,MR364E002.6D,Hwy 94/364,East,Jungerman (MR364E002.6D),-90.590849,38.74774
634,MI270S007.3E,MI270S007.3E,I270,South,Big Bend Road (MI270S007.3E),-90.44010162,38.56710053
635,MI270W033.1D,MI270W033.1D,I270,South,Bellefontaine (MI270W033.1D),-90.220487,38.769676
636,MI270E033.1D,MI270E033.1D,I270,North,Bellefontaine (MI270E033.1D),-90.220487,38.769676
637,MI064E020.0D,MI064E020.0D,I64,East,w/o Timberlake Manor (MI064E020.0D),-90.536613,38.647512
638,MI064E020.0E,MI064E020.0E,I64,East,w/o Timberlake Manor Exit Ramp (MI064E020.0E),-90.536613,38.647512
639,MR367N001.4BD,MR367N001.4BD,Hwy 367,North,NO Parker Rd Mainline (MR367N001.4BD),-90.22863007,38.79867172
640,MI270N007.3E,MI270N007.3E,I270,North,Big Bend Road (MI270N007.3E),-90.43969727,38.56719971
641,MR067N063.4D,MR067N063.4D,Rte 67,South,S/O Rte CC (MR067N063.4D),-90.426683,38.189919
642,MR067N063.4D,MR067N063.4D,Rte 67,North,S/O Rte CC (MR067N063.4D),-90.426683,38.189919
643,MR067S064.6D,MR067S064.6D,Rte 67,South,N/O W. Meyer Rd. (MR067S064.6D),-90.444928,38.180214
644,MR067S064.6D,MR067S064.6D,Rte 67,North,N/O W. Meyer Rd. (MR067S064.6D),-90.444928,38.180214
645,MI070E250.0D,MI070E250.0D,I70,East,SMB Missouri Tower (MI070E250.0D),-90.18078,38.64512
646,MI070W250.0D,MI070W250.0D,I70,West,SMB Missouri Tower (MI070W250.0D),-90.18078,38.64512
647,MI055N181.9D,MI055N181.9D,I55,North,N of Rt Z (MI055N181.9D),-90.40592,38.29486
648,MI055S181.9D,MI055S181.9D,I55,South,N of Rt Z (MI055S181.9D),-90.40592,38.29486
649,MI055S181.9E,MI055S181.9E,I55,South,N of Rt Z Exit Ramp (MI055S181.9E),-90.40592,38.29486
650,MI055N183.7D,MI055N183.7D,I55,North,Haefner (MI055N183.7D),-90.40118,38.32015
651,MI055S183.7D,MI055S183.7D,I55,South,Haefner (MI055S183.7D),-90.40118,38.32015
652,MI055N182.7D,MI055N182.7D,I55,North,Eagle Crest (MI055N182.7D),-90.40218,38.30921
653,MI055S182.7D,MI055S182.7D,I55,South,Eagle Crest (MI055S182.7D),-90.40218,38.30921
654,MI055N181.3D,MI055N181.3D,I55,North,Z (MI055N181.3D),-90.40285,38.28686
655,MI055S181.3D,MI055S181.3D,I55,South,Z (MI055S181.3D),-90.40285,38.28686
656,MI055N169.5D,MI055N169.5D,I55,North,-55 NB N/O Rte AA (MI055N169.5D),-90.337642,38.144783
657,MI055S169.5D,MI055S169.5D,I55,South,-55 SB N/O Rte AA (MI055S169.5D),-90.337642,38.144783
658,MI055N171.2D,MI055N171.2D,I55,North,US 61 (MI055N171.2D),-90.359633,38.161561
659,MI055S171.2D,MI055S171.2D,I55,South,US 61 (MI055S171.2D),-90.359633,38.161561
660,MI055N172.1D,MI055N172.1D,I55,North,-55 NB N/O US 61 (MI055N172.1D),-90.372022,38.170583
661,MI055S172.1D,MI055S172.1D,I55,South,-55 SB N/O US 61 (MI055S172.1D),-90.372022,38.170583
662,MI055S174.6D,MI055S174.6D,I55,South,US 67 (MI055S174.6D),-90.400544,38.197486
663,MI055S174.6E,MI055S174.6E,I55,South,US 67 (MI055S174.6E),-90.400544,38.197486
664,MI055N174.6D,MI055N174.6D,I55,North,US 67 (MI055N174.6D),-90.400544,38.197486
665,MI055N174.6E,MI055N174.6E,I55,North,US 67 (MI055N174.6E),-90.400544,38.197486
666,MI055S175.7D,MI055S175.7D,I55,South,Rte A (MI055S175.7D),-90.40615,38.213506
667,MI055N175.7D,MI055N175.7D,I55,North,Rte A (MI055N175.7D),-90.40615,38.213506
668,MI055N176.5D,MI055N176.5D,I55,North,N/O Rte A (MI055N176.5D),-90.405775,38.223367
669,MI055S176.5D,MI055S176.5D,I55,South,N/O Rte A (MI055S176.5D),-90.405775,38.223367
670,MI055N177.2D,MI055N177.2D,I55,North,-55 NB S/O McNutt Rd (MI055N177.2D),-90.403164,38.234647
671,MI055S177.2D,MI055S177.2D,I55,South,-55 SB S/O McNutt Rd (MI055S177.2D),-90.403164,38.234647
672,MI055N178.5D,MI055N178.5D,I55,North,McNutt Rd (MI055N178.5D),-90.402308,38.254828
673,MI055S178.5D,MI055S178.5D,I55,South,McNutt Rd (MI055S178.5D),-90.402308,38.254828
674,MI055N180.1D,MI055N180.1D,I55,North,-55 NB S/O Rte Z (MI055N180.1D),-90.404431,38.276003
675,MI055S180.1D,MI055S180.1D,I55,South,-55 SB S/O Rte Z (MI055N180.1D),-90.404431,38.276003
676,MO367N000.9BD,MO367N000.9BD,Hwy 367,North,South of New Jamestown (MO367N000.9BD),-90.227591,38.804797
677,MO367N000.9BE,MO367N000.9BE,Hwy 367,North,South of New Jamestown (MO367N000.9BE),-90.227591,38.804797
678,MO364W001.4D,MO364W001.4D,Hwy 364,West,wy 364 WB W/O Bryan (MO364W001.4D),-90.751139,38.76981
679,MO364E001.4D,MO364E001.4D,Hwy 364,East,wy 364 EB W/O Bryan (MO364E001.4D),-90.751139,38.76981
680,MO364W000.4D,MO364W000.4D,Hwy 364,West,Henke (MO364W000.4D),-90.77031,38.7714
681,MO364E000.4D,MO364E000.4D,Hwy 364,East,Henke (MO364E000.4D),-90.77031,38.7714
682,MO364W002.4D,MO364W002.4D,Hwy 364,West,wy 364 WB E/O Bryan (MO364W002.4D),-90.733544,38.76582
683,MO364E002.4D,MO364E002.4D,Hwy 364,East,wy 364 EB E/O Bryan (MO364E002.4D),-90.73354,38.76582
684,MO364W003.4D,MO364W003.4D,Hwy 364,West,wy 364 WB W/O Rte K (MO364W003.4D),-90.716349,38.7603
685,MO364E003.4D,MO364E003.4D,Hwy 364,East,wy 364 EB W/O Rte K (MO364E003.4D),-90.716349,38.7603
686,MO364W004.4D,MO364W004.4D,Hwy 364,West,Rte K (MO364W004.4D),-90.69979,38.7537
687,MO364E004.4D,MO364E004.4D,Hwy 364,East,Rte K (MO364E004.4D),-90.69979,38.7537
688,MO364W005.5D,MO364W005.5D,Hwy 364,West,wy 364 WB E/O Rte K (MO364W005.5D),-90.681562,38.747686
689,MO364E005.5D,MO364E005.5D,Hwy 364,East,wy 364 EB E/O Rte K (MO364E005.5D),-90.681562,38.747686
690,MO364E006.6D,MO364E006.6D,Hwy 364,East,wy 364 EB W/O Gutermuth (MO364E006.6D),-90.66759,38.736273
691,MO364W006.6D,MO364W006.6D,Hwy 364,West,wy 364 WB W/O Gutermuth (MO364W006.6D),-90.66759,38.736273
692,MO364W007.6D,MO364W007.6D,Hwy 364,West,wy 364 WB W/O Motherhead (MO364W007.6D),-90.651593,38.733467
693,MO364E007.6D,MO364E007.6D,HWY 364,East,wy 364 EB W/O Motherhead (MO364E007.6D),-90.651593,38.733467
694,MI044E246.6D,MI044E246.6D,I44,East,Shawnee Ford Rd (MI044E246.6D),-90.914742,38.426364
695,MI044W246.6D,MI044W246.6D,I44,West,Shawnee Ford Rd (MI044W246.6D),-90.914742,38.426364
696,MI044E250.8D,MI044E250.8D,I44,East,St. Marys overpass (MI044E250.8D),-90.858217,38.463061
697,MI044W250.8D,MI044W250.8D,I44,West,St. Marys overpass (MI044W250.8D),-90.858217,38.463061
698,MI044W248.9D,MI044W248.9D,I44,West,WO Washington (MI044W248.9D),-90.890446,38.451412
699,MI044E248.9D,MI044E248.9D,I44,East,WO Washington (MI044E248.9D),-90.890446,38.451412
700,MI044W252.2D,MI044W252.2D,I44,West,Old Rte 66 (MI044W252.2D),-90.845257,38.48154
701,MI044E252.2D,MI044E252.2D,I44,East,Old Rte 66 (MI044E252.2D),-90.845257,38.48154
702,MI044W255.1D,MI044W255.1D,I44,West,DMS Site WO Viaduct (MI044W255.1D),-90.793847,38.488788
703,MI044E255.1D,MI044E255.1D,I44,East,DMS Site WO Viaduct (MI044E255.1D),-90.793847,38.488788
704,MI044W256.0D,MI044W256.0D,I44,West,WO Viaduct (MI044W256.0D),-90.778039,38.487575
705,MI044E256.0D,MI044E256.0D,I44,East,WO Viaduct (MI044E256.0D),-90.778039,38.487575
706,MI044W257.9D,MI044W257.9D,I44,West,Rte OO (MI044W257.9D),-90.744774,38.489743
707,MI044E257.9D,MI044E257.9D,I44,East,Rte OO (MI044E257.9D),-90.744774,38.489743
708,MI044W259.2D,MI044W259.2D,I44,West,WO Fox Creek (MI044W259.2D),-90.715351,38.499004
709,MI044E259.2D,MI044E259.2D,I44,East,WO Fox Creek (MI044E259.2D),-90.715351,38.499004
710,MI044W261.3D,MI044W261.3D,I44,West,Six Flags (MI044W261.3D),-90.677931,38.505837
711,MI044E261.3D,MI044E261.3D,I44,East,Six Flags (MI044E261.3D),-90.677931,38.505837
712,MI064E025.2D,MI064E025.2D,I64,East,WO I-270 (MI064E025.2D),-90.458931,38.639072
713,MI064W025.2D,MI064W025.2D,I64,West,WO I-270 (MI064W025.2D),-90.458931,38.639072
714,MI270N000.0E,MI270N000.0E,I270,North,I-55 (MI270N000.0E),-90.3388,38.5032
715,MI070W228.6D,MI070W228.6D,I70,West,Rte 94 - First Capitol Dr (MI070E228.6D),-90.51180027,38.77669907
716,MI070E229.5D,MI070E229.5D,I70,East,Fifth (MI070E229.5D),-90.49722919,38.77009964
717,MI064E025.2E,MI064E025.2E,I64,East,WO I-270 (MI064E025.2E),-90.458931,38.639072
718,MI064W020.0D,MI064W020.0D,I64,West,W/O Timberlake Manor (MI064W020.0D),-90.536613,38.647512
719,MI064W020.0E,MI064W020.0E,I64,West,W/O Timberlake Manor Exit Ramp (MI064W020.0E),-90.536613,38.647512
720,MI064W020.2E,MI064W020.2E,I64,West,WO Timberlake Pkwy Right Exit (MI064W020.2E),-90.53199768,38.64720154
721,MO370W007.9D                                                                                                                                                                                                                                                   ,MO370W007.9D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,West,Rte 94 (MO370W007.9D)                                                                                                                                                                                                                             ,-90.475534,38.803611
722,MO370W007.9E                                                                                                                                                                                                                                                   ,MO370W007.9E                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,West,Rte 94 Exit Ramps (MO370W007.9E)                                                                                                                                                                                                                  ,-90.475534,38.803611
723,MO370W007.9D                                                                                                                                                                                                                                                   ,MO370W007.9D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,East,Rte 94 (MO370W007.9D)                                                                                                                                                                                                                             ,-90.475534,38.803611
724,MO370E001.2D                                                                                                                                                                                                                                                   ,MO370E001.2D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,East,Spencer Rd (MO370E001.2D)                                                                                                                                                                                                                         ,-90.586547,38.81114
725,MO370W001.2D                                                                                                                                                                                                                                                   ,MO370W001.2D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,West,Spencer Rd (MO370W001.2D)                                                                                                                                                                                                                         ,-90.586547,38.81114
726,MO370E002.6D                                                                                                                                                                                                                                                   ,MO370E002.6D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,East,Harry Truman (MO370E002.6D)                                                                                                                                                                                                                       ,-90.561681,38.817723
727,MO370W002.6D                                                                                                                                                                                                                                                   ,MO370W002.6D                                                                                                                                                                                                                                                   ,Rte 370                                                                                                                                                                                                                                                        ,West,Harry Truman (MO370W002.6D)                                                                                                                                                                                                                       ,-90.561681,38.817723
728,MR094E102.2D,MR094E102.2D,MO 94,East,94 EB I-64 to OFallon,-90.64430237,38.72774887
729,MR094E101.6D,MR094E101.6D,MO 94,East,94 EB OFallon to S Breeze,-90.65477753,38.72473908
730,MR094E102.2D,MR094E102.2D,MO 94,East,94 EB S Breeze to Wolfrum,-90.64430237,38.72774887
731,MR094E104.1D,MR094E104.1D,MO 94,East,94 EB Wolfrum to Kisker,-90.6339035,38.73765564
732,MR094E105.7D,MR094E105.7D,MO 94,East,94 EB Kisker to Jungermann,-90.60307312,38.74473953
733,MR094E108.8D,MR094E108.8D,MO 94,East,94 EB Jungermann to Portwest,-90.5351944,38.75919724
734,MR094E109.8D,MR094E109.8D,MO 94,East,94 EB Portwest to Zumbehl,-90.52379608,38.76865768
735,MR094W105.7D,MR094W105.7D,MO 94,West,94 WB Portwest to Jungermann,-90.60307312,38.74473953
736,MR094W104.1D,MR094W104.1D,MO 94,West,94 WB Jungermann to Kisker,-90.61781311,38.74025726
737,MR094W102.2D,MR094W102.2D,MO 94,West,94 WB Kisker to Wolfrum,-90.6339035,38.73765564
738,MR094W101.6D,MR094W101.6D,MO 94,West,94 WB Wolfrum to S Breeze,-90.65477753,38.72473908
739,MR094W100.6D,MR094W100.6D,MO 94,West,94 WB S Breeze to OFallon,-90.67288208,38.71733856
740,MR094W099.5D,MR094W099.5D,MO 94,West,94 WB OFallon to I-64,-90.68888855,38.71276093
741,MR094E110.7D,MR094E110.7D,MO 94,East,94 EB Zumbehl to I-70 EB,-90.5124588,38.77666092
742,MR094W110.7D,MR094W110.7D,MO 94,East,94 EB Zumbehl to I-70 WB,-90.5124588,38.77666092
743,MR094W109.8D,MR094W109.8D,MO 94,West,94 WB I-70 to Zumbehl,-90.52379608,38.76865768
744,MR094W108.8D,MR094W108.8D,MO 94,West,94 WB Zumbehl to Portwest,-90.5351944,38.75919724
745,MR067N031.0D,MR067N031.0D,US 67,North,67 NB I-44 to Big Bend,-90.40682221,38.56112671
746,MR067N030.5D,MR067N030.5D,US 67,North,67 NB Sunset Hills to I-44,-90.40666962,38.56672669
747,MR067N031.5D,MR067N031.5D,US 67,North,67 NB Eddie-Park to Sunset Hills,-90.40699005,38.55355835
748,MR067N032.0D,MR067N032.0D,US 67,North,67 NB 30 to Eddie-Park,-90.40380096,38.546875
749,MR067N033.4D,MR067N033.4D,US 67,North,67 NB Roxanna to 30,-90.38475037,38.53301239
750,MR067N034.0D,MR067N034.0D,US 67,North,67 NB 21 to Roxanna,-90.37548828,38.5281868
751,MR067N035.2D,MR067N035.2D,US 67,North,67 NB Mueller to 21,-90.35447693,38.52385712
