,detectorId,dotId,onStreetName,onDirection,atCrossStreet,onLongitude,onLatitude
752,MR067N035.7D,MR067N035.7D,US 67,North,67 NB I-55 to Mueller,-90.34703827,38.52176666
753,MR067N036.7D,MR067N036.7D,US 67,North,67 NB 267 to I-55,-90.33563995,38.51141357
754,MR067S031.0D,MR067S031.0D,US 67,South,67 SB Big Bend to I-44,-90.40688324,38.55869293
755,MR067S031.5D,MR067S031.5D,US 67,South,67 SB I-44 to Sunset Hills,-90.40699005,38.55355835
756,MR067S032.0D,MR067S032.0D,US 67,South,67 SB Sunset Hills to Eddie-Park,-90.40380096,38.546875
757,MR067S033.4D,MR067S033.4D,US 67,South,67 SB Eddie-Park to 30,-90.38475037,38.53301239
758,MR067S034.0D,MR067S034.0D,US 67,South,67 SB 30 to Roxanna,-90.37548828,38.5281868
759,MR067S035.2D,MR067S035.2D,US 67,South,67 SB Roxanna to 21,-90.35447693,38.52385712
760,MR067S035.7D,MR067S035.7D,US 67,South,67 SB 21 to Mueller,-90.34703827,38.52176666
761,MR067S036.7D,MR067S036.7D,US 67,South,67 SB Mueller to I-55,-90.33563995,38.51141357
762,MR067S037.5D,MR067S037.5D,US 67,South,67 SB I-55 to 267,-90.32588959,38.50592423
763,MR067S030.5D,MR067S030.5D,US 67,South,67 SB 100 to Big Bend,-90.40666962,38.56672669
764,MR067N028.2D,MR067N028.2D,US 67,North,67 NB Big Bend to 100,-90.40625,38.60015106
765,MR067S018.4D,MR067S018.4D,US 67,South,67 SB I-70 to 180,-90.39919281,38.73770142
766,MR067S019.5D,MR067S019.5D,US 67,South,67 SB 180 to Whitehall Manor,-90.40684509,38.72367096
767,MR067S020.6D,MR067S020.6D,US 67,South,67 SB Whitehall Manor to Dorsett,-90.40856934,38.70743179
768,MR067S021.4D,MR067S021.4D,US 67,South,67 SB Dorsett to D,-90.40866852,38.69642639
769,MR067S022.4D,MR067S022.4D,US 67,South,67 SB D to Schuetz,-90.40422821,38.68440247
770,MR067S023.2D,MR067S023.2D,US 67,South,67 SB Schuetz to 340,-90.40470123,38.67358017
771,MR067S024.4D,MR067S024.4D,US 67,South,67 SB 340 to Ladue,-90.40525055,38.6550293
772,MR067S025.3D,MR067S025.3D,US 67,South,67 SB Ladue to Conway,-90.40546417,38.64310074
773,MR067S025.8D,MR067S025.8D,US 67,South,67 SB Conway to I-64,-90.40541077,38.6344986
774,MR067S026.5D,MR067S026.5D,US 67,South,67 SB I-64 to Litzsinger,-90.40573883,38.62569046
775,MR067S028.2D,MR067S028.2D,US 67,South,67 SB Litzsinger to 100,-90.40625,38.60015106
776,MR067N026.4D,MR067N026.4D,US 67,North,67 NB 100 to Litzsinger,-90.40573883,38.62569046
777,MR067N025.8D,MR067N025.8D,US 67,North,67 NB Litzsinger to I-64,-90.40556335,38.63607407
778,MR067N025.3D,MR067N025.3D,US 67,North,67 NB I-64 to Conway,-90.40546417,38.64310074
779,MR067N024.4D,MR067N024.4D,US 67,North,67 NB Conway to Ladue,-90.40525055,38.6550293
780,MR067N023.2D,MR067N023.2D,US 67,North,67 NB Ladue to 340,-90.40470123,38.67358017
781,MR067N022.4D,MR067N022.4D,US 67,North,67 NB 340 to Schuetz,-90.40422821,38.68440247
782,MR067N021.4D,MR067N021.4D,US 67,North,67 NB Schuetz to D,-90.40866852,38.69642639
783,MR067N020.6D,MR067N020.6D,US 67,North,67 NB D to Dorsett,-90.40856934,38.70743179
784,MR067N018.0D,MR067N018.0D,US 67,North,67 NB Whitehall Manor to 180,-90.3955307,38.74351502
785,MR067N019.5D,MR067N019.5D,US 67,North,67 NB Dorsett to Whitehall Manor,-90.40684509,38.72367096
786,MR067N018.0D,MR067N018.0D,US 67,North,67 NB 180 to I-70,-90.3955307,38.74351502
787,MR067S007.0D,MR067S007.0D,US 67,South,67 SB 367 to Old Jamestown,-90.24973297,38.82302094
788,MR067S008.8D,MR067S008.8D,US 67,South,67 SB Old Jamestown to Old Halls Ferry,-90.2807312,38.81594849
789,MR067S009.9D,MR067S009.9D,US 67,South,67 SB Old Halls Ferry to New Halls Ferry,-90.29882813,38.80920792
790,MR067S010.2D,MR067S010.2D,US 67,South,67 SB New Halls Ferry to Trotter Way,-90.3045578,38.8061142
791,MR067S011.0D,MR067S011.0D,US 67,South,67 SB Trotter Way to New Florissant,-90.31591034,38.80005646
792,MR067S012.0D,MR067S012.0D,US 67,South,67 SB New Florissant to Lindsey-Patterson,-90.33439636,38.8001709
793,MR067S013.0D,MR067S013.0D,US 67,South,67 SB Lindsey-Patterson to Manresa,-90.34586334,38.79042435
794,MR067S013.8D,MR067S013.8D,US 67,South,67 SB Manresa to Lynn Haven,-90.3575058,38.78186035
795,MR067S014.5D,MR067S014.5D,US 67,South,67 SB Lynn Haven to Utz,-90.36264038,38.77318955
796,MR067S015.2D,MR067S015.2D,US 67,South,67 SB Utz to James McDonnell,-90.36965179,38.76496506
797,MR067S015.8D,MR067S015.8D,US 67,South,67 SB James McDonnell to Missouri Bottom,-90.37737274,38.75758743
798,MR067N015.2D,MR067N015.2D,US 67,North,67 NB Missouri Bottom to James McDonnell,-90.36965179,38.76496506
799,MR067N014.5D,MR067N014.5D,US 67,North,67 NB James McDonnell to Utz,-90.36264038,38.77318955
800,MR067N013.8D,MR067N013.8D,US 67,North,67 NB Utz to Lynn Haven,-90.3575058,38.78186035
801,MR067N013.0D,MR067N013.0D,US 67,North,67 NB Lynn Haven to Manresa,-90.34586334,38.79042435
802,MR067N012.0D,MR067N012.0D,US 67,North,67 NB Manresa to Lindsay-Patterson,-90.33439636,38.8001709
803,MR067N011.0D,MR067N011.0D,US 67,North,67 NB Lindsay-Patterson to New Florissant,-90.31591034,38.80005646
804,MR067N010.2D,MR067N010.2D,US 67,North,67 NB New Florissant to Trotter Way,-90.3045578,38.8061142
805,MR067N009.9D,MR067N009.9D,US 67,North,67 NB Trotter Way to New Halls Ferry,-90.29882813,38.80920792
806,MR067N008.8D,MR067N008.8D,US 67,North,67 NB New Halls Ferry to Old Halls Ferry,-90.2807312,38.81594849
807,MR067N007.0D,MR067N007.0D,US 67,North,67 NB Old Halls Ferry to Old Jamestown,-90.24973297,38.82302094
808,MR067N005.8D,MR067N005.8D,US 67,North,67 NB Old Jamestown to 367,-90.23297882,38.81853485
809,MR067S018.0D,MR067S018.0D,US 67,South,67 SB Missouri Bottom to I-70,-90.3955307,38.74351502
810,MR067N015.8D,MR067N015.8D,US 67,North,67 NB I-70 to Missouri Bottom,-90.37737274,38.75758743
811,MR141S013.4D,MR141S013.4D,MO 141,South,141 SB I-64 to Clayton,-90.513237,38.62543869
812,MR141S014.1D,MR141S014.1D,MO 141,South,141 SB Clayton to Milldale,-90.51209259,38.61555862
813,MR141S014.9D,MR141S014.9D,MO 141,South,141 SB Milldale to Burgundy,-90.51034546,38.60491943
814,MR141S015.3D,MR141S015.3D,MO 141,South,141 SB Burgundy to Highlands,-90.50867462,38.59902954
815,MR141S016.2D,MR141S016.2D,MO 141,South,141 SB Highlands to Meramec Sta,-90.50842285,38.58613205
816,MR141S017.3D,MR141S017.3D,MO 141,South,141 SB Meramec Sta to Briarhurst,-90.49894714,38.57221222
817,MR141S019.2D,MR141S019.2D,MO 141,South,141 SB Briarhurst to Helfrich,-90.49388123,38.55957794
818,MR141S019.8D,MR141S019.8D,MO 141,South,141 SB Helfrich to I-44,-90.49571991,38.53826523
819,MR141S021.6D,MR141S021.6D,MO 141,South,141 SB I-44 to Bowles,-90.47325897,38.52532578
820,MR141S023.3D,MR141S023.3D,MO 141,South,141 SB Bowles to 30,-90.44548035,38.51325607
821,MR141S023.8D,MR141S023.8D,MO 141,South,141 SB 30 to Gravois Bluffs,-90.44348145,38.50751877
822,MR141S025.4D,MR141S025.4D,MO 141,South,141 SB Gravois Bluffs to Springdale,-90.44380188,38.48455429
823,MR141S026.6D,MR141S026.6D,MO 141,South,141 SB Springdale to Romaine Creek,-90.43154907,38.47001267
824,MR141S027.3D,MR141S027.3D,MO 141,South,141 SB Romaine Creek to 21,-90.42319489,38.46127319
825,MR141S028.1D,MR141S028.1D,MO 141,South,141 SB 21 to Harper,-90.41287994,38.45376587
826,MR141S029.1D,MR141S029.1D,MO 141,South,141 SB Harper to Astra Way,-90.40148163,38.44389343
827,MR141S030D,MR141S030D,MO 141,South,141 SB Astra Way to Church,-90.38762665,38.43902206
828,MR141S030.5D,MR141S030.5D,MO 141,South,141 SB Church to I-55,-90.37903595,38.44270706
829,MR141N029.1D,MR141N029.1D,MO 141,North,141 NB Church to Astra Way,-90.40148163,38.44389343
830,MR141N027.3D,MR141N027.3D,MO 141,North,141 NB Harper to 21,-90.42380524,38.46170425
831,MR141N026.6D,MR141N026.6D,MO 141,North,141 NB 21 to Romaine Creek,-90.43154907,38.47001267
832,MR141N025.4D,MR141N025.4D,MO 141,North,141 NB Romaine Creek to Springdale,-90.44380188,38.48455429
833,MR141N023.8D,MR141N023.8D,MO 141,North,141 NB Springdale to Gravois Bluffs,-90.44348145,38.50751877
834,MR141N023.3D,MR141N023.3D,MO 141,North,141 NB Gravois Bluffs to 30,-90.44738007,38.51497269
835,MR141N021.6D,MR141N021.6D,MO 141,North,141 NB 30 to Bowles,-90.47325897,38.52532578
836,MR141N019.7D,MR141N019.7D,MO 141,North,141 NB Bowles to I-44,-90.49551392,38.53982544
837,MR141N019.2D,MR141N019.2D,MO 141,North,141 NB I-44 to Helfrich,-90.49388123,38.55957794
838,MR141N017.3D,MR141N017.3D,MO 141,North,141 NB Helfrich to Briarhurst,-90.49894714,38.57221222
839,MR141N016.1D,MR141N016.1D,MO 141,North,141 NB Briarhurst to Meramec Sta,-90.50842285,38.58613205
840,MR141N015.3D,MR141N015.3D,MO 141,North,141 NB Meramec Sta to Highlands,-90.50867462,38.59902954
841,MR141N014.9D,MR141N014.9D,MO 141,North,141 NB Highlands to Burgundy,-90.51034546,38.60491943
842,MR141N014.1D,MR141N014.1D,MO 141,North,141 NB Burgundy to Milldale,-90.51209259,38.61555862
843,MR141N013.4D,MR141N013.4D,MO 141,North,141 NB Milldale to Clayton,-90.513237,38.62543869
844,MR141N012.2D,MR141N012.2D,MO 141,North,141 NB Clayton to I-64,-90.51108551,38.64036179
845,MR141N028.1D,MR141N028.1D,MO 141,North,141 NB Astra Way to Harper,-90.41287994,38.45376587
846,MR141N010.9D,MR141N010.9D,MO 141,North,141 NB I-64 to Ladue,-90.503418,38.66069
847,MR141N009.3D,MR141N009.3D,MO 141,North,141 NB Ladue to 340,-90.493011,38.681789
848,MR141S010.9D,MR141S010.9D,MO 141,South,141 SB 340 to Ladue,-90.503609,38.660748
849,MR141S012.2D,MR141S012.2D,MO 141,South,141 SB Ladue to I-64,-90.51108551,38.64036179
850,MR141S009.3D,MR141S009.3D,MO 141,South,141 SB 364 to 340,-90.493484,38.682613
851,MR141N007.3D,MR141N007.3D,MO 141,North,141 NB 340 to 364,-90.502151,38.706619
852,MR141N002.9D,MR141N002.9D,MO 141,North,141 NB 364 to I-70,-90.458221,38.756184
853,MR141S002.9D,MR141S002.9D,MO 141,South,141 SB 370 to I-70,-90.459183,38.755028
854,MR141S007.3D,MR141S007.3D,MO 141,South,141 SB I-70 to 364,-90.502441,38.70623
855,MR141N000.1D,MR141N000.1D,MO 141,North,141 NB I-70 to 370,-90.45285,38.791607
856,MR00KN000.1D,MR00KN000.1D,Rte K,North,K NB I-64 to OFallon,-90.703695,38.714052
857,MR00KS004.9D,MR00KS004.9D,Rte K,South,K SB OFallon to I-64,-90.691331,38.733977
858,MR00KN001.6D,MR00KN001.6D,Rte K,North,K NB OFallon to Waterford,-90.691278,38.734518
859,MR00KS004.0D,MR00KS004.0D,Rte K,South,K SB Waterford to OFallon,-90.698563,38.7456
860,MR00KN002.5D,MR00KN002.5D,Rte K,North,K NB Waterford to 364 SOR,-90.698563,38.7456
861,MR00KS003.6D,MR00KS003.6D,Rte K,South,K SB 364 SOR to Waterford,-90.700298,38.750853
862,MR00KN002.9D,MR00KN002.9D,Rte K,North,K NB 364 SOR to N,-90.700298,38.750853
863,MR00KS003.2D,MR00KS003.2D,Rte K,South,K SB N to 364 SOR,-90.70022,38.756959
864,MR00KN003.3D,MR00KN003.3D,Rte K,North,K NB N to Feise-Laura Hill,-90.70022,38.756959
865,MR00KS001.6D,MR00KS001.6D,Rte K,South,K SB Feise-Laura Hill to N,-90.699844,38.780236
866,MR00KN004.9D,MR00KN004.9D,Rte K,North,K NB Feise-Laura Hill to Mexico,-90.699844,38.780236
867,MR00KS000.8D,MR00KS000.8D,Rte K,South,K SB Mexico to Feise-Laura Hill,-90.698576,38.792232
868,MR00KN005.7D,MR00KN005.7D,Rte K,North,K NB Mexico to Veterans Memorial,-90.698576,38.792232
869,MR00KS000.2D,MR00KS000.2D,Rte K,South,K SB Veterans Memorial to Mexico,-90.700286,38.80019
870,MR00KN006.2D,MR00KN006.2D,Rte K,North,K NB Veterans Memorial to I-70 LN2,-90.700286,38.80019
871,MR00KN006.2D,MR00KN006.2D,Rte K,North,K NB Veterans Memorial to I-70 LN1,-90.700286,38.80019
872,MR00KN006.2D,MR00KN006.2D,Rte K,North,K NB Veterans Memorial to I-70,-90.700286,38.80019
873,MR00KS000.1D,MR00KS000.1D,Rte K,South,K SB I-70 to Veterans Memorial,-90.700221,38.802347
874,MR340E005.6D,MR340E005.6D,MO 340,East,340 EB Appalachian Trail to Ladue,-90.543333,38.662381
875,MR340W013.6D,MR340W013.6D,MO 340,West,340 WB Ladue to Appalachian Trail,-90.5348,38.669422
876,MR340E006.3D,MR340E006.3D,MO 340,East,340 EB Ladue to River Valley,-90.534277,38.669944
877,MR340W011.7D,MR340W011.7D,MO 340,West,340 WB River Valley to Ladue,-90.505496,38.68023
878,MR340E008.3D,MR340E008.3D,MO 340,East,340 EB River Valley to 141,-90.505222,38.68018
879,MR340W011.1D,MR340W011.1D,MO 340,West,340 WB 141 to River Valley,-90.493885,38.681095
880,MR340E008.9D,MR340E008.9D,MO 340,East,340 EB 141 to Mason,-90.492892,38.681292
881,MR340W009.6D,MR340W009.6D,MO 340,West,340 WB Mason to 141,-90.46906,38.678328
882,MR340E010.3D,MR340E010.3D,MO 340,East,340 EB Mason to I-270,-90.468537,38.677978
883,MR340W008.5D,MR340W008.5D,MO 340,West,340 WB I-270 to Mason,-90.449671,38.672348
884,MR340E004.6D,MR340E004.6D,MO 340,East,340 EB I-64 to Appalachian Trail,-90.558223,38.653016
885,MR340W005.6D,MR340W005.6D,MO 340,West,340 WB Appalachian Trail to I-64,-90.543333,38.662381
886,MR340E011.5D,MR340E011.5D,MO 340,East,340 EB I-270 to New Ballas,-90.448501,38.671904
887,MR340W007.4D,MR340W007.4D,MO 340,West,340 WB New Ballas to I-270,-90.443349,38.670696
888,MR340E011.8D,MR340E011.8D,MO 340,East,340 EB New Ballas to Schulte,-90.443177,38.670537
889,MR340W006.4D,MR340W006.4D,MO 340,West,340 WB Schulte to New Ballas,-90.424512,38.673636
890,MR340E012.9D,MR340E012.9D,MO 340,East,340 EB Schulte to 67,-90.424411,38.67363
891,MR340W005.3D,MR340W005.3D,MO 340,West,340 WB 67 to Schulte,-90.404265,38.673212
892,MR340E014.0D,MR340E014.0D,MO 340,East,340 EB 67 to Warson,-90.404286,38.673105
893,MR340W004.8D,MR340W004.8D,MO 340,West,340 WB Warson to 67,-90.395194,38.672791
894,MR340E014.5D,MR340E014.5D,MO 340,East,340 EB Warson to Dielman,-90.394476,38.67259
895,MR340W003.8D,MR340W003.8D,MO 340,West,340 WB Dielman to Warson,-90.37619,38.674151
896,MR340E015.5D,MR340E015.5D,MO 340,East,340 EB Dielman to Price,-90.375769,38.674044
897,MR340W003.2D,MR340W003.2D,MO 340,West,340 WB Price to Dielman,-90.366776,38.674111
898,MR340E016.6D,MR340E016.6D,MO 340,East,340 EB McKnight to Hanley,-90.356556,38.674071
899,MR340W001.3D,MR340W001.3D,MO 340,West,340 WB Hanley to McKnight,-90.331721,38.671681
900,MR340E018.0D,MR340E018.0D,MO 340,East,340 EB Hanley to Pennsylvania,-90.331474,38.671589
901,MR340W000.3D,MR340W000.3D,MO 340,West,340 WB Pennsylvania to Hanley,-90.316264,38.665954
902,MR340W003.0D,MR340W003.0D,MO 340,West,340 WB I-170 to Price,-90.363056,38.674187
903,MR340W002.6D,MR340W002.6D,MO 340,West,340 WB McKnight to I-170,-90.356725,38.674103
904,MR340E016.1D,MR340E016.1D,MO 340,East,340 EB Price to I-170,-90.366736,38.674003
905,MR340E016.3D,MR340E016.3D,MO 340,East,340 EB I-170 to McKnight,-90.361059,38.674033
906,MR180E001.7D,MR180E001.7D,MO 180,East,180 EB I-70 to 67,-90.411052,38.743312
907,MR180W007.5D,MR180W007.5D,MO 180,West,180 WB 67 to I-70,-90.399652,38.738111
908,MR180E002.5D,MR180E002.5D,MO 180,East,180 EB 67 to Ashby,-90.398697,38.737387
909,MR180W006.6D,MR180W006.6D,MO 180,West,180 WB Ashby to 67,-90.385952,38.730263
910,MR180E003.4D,MR180E003.4D,MO 180,East,180 EB Ashby to Wismer,-90.385839,38.730154
911,MR180W005.7D,MR180W005.7D,MO 180,West,180 WB Wismer to Ashby,-90.373167,38.723013
912,MR180E004.2D,MR180E004.2D,MO 180,East,180 EB Wismer to Woodson,-90.372732,38.722745
913,MR180W004.9D,MR180W004.9D,MO 180,West,180 WB Woodson to Wismer,-90.360102,38.716072
914,MR180E005.1D,MR180E005.1D,MO 180,East,180 EB Woodson to Brown,-90.359566,38.71567
915,MR180W004.3D,MR180W004.3D,MO 180,West,180 WB Brown to Woodson,-90.350522,38.710876
916,MR180E005.7D,MR180E005.7D,MO 180,East,180 EB Brown to I-170,-90.350104,38.710566
917,MR180W003.6D,MR180W003.6D,MO 180,West,180 WB I-170 to Brown,-90.339581,38.704828
918,MR180W008.2D,MR180W008.2D,MO 180,West,180 WB I-70 to McKelvey,-90.411428,38.743571
919,MR180E000.7D,MR180E000.7D,MO 180,East,180 EB McKelvey to I-70,-90.426255,38.750998
920,MR180W009.2D,MR180W009.2D,MO 180,West,180 WB McKelvey to Natural Bridge,-90.426271,38.751232
921,MR180E000.3D,MR180E000.3D,MO 180,East,180 EB Natural Bridge to McKelvey,-90.432069,38.756632
922,MR115E000.2D,MR115E000.2D,MO 115,East,115 EB I-70 to I-170,-90.348592,38.71538
923,MR115W008.7D,MR115W008.7D,MO 115,West,115 WB I-170 to I-70 EB,-90.330863,38.719005
924,MR115W008.8D,MR115W008.8D,MO 115,West,115 WB I-170 to I-70 WB,-90.330863,38.719005
925,MR115E001.3D,MR115E001.3D,MO 115,East,115 EB I-170 to Hanley,-90.332676,38.720135
926,MR115W007.9D,MR115W007.9D,MO 115,West,115 WB Hanley to I-170,-90.319613,38.710874
927,MR115E002.3D,MR115E002.3D,MO 115,East,115 EB Hanley to U,-90.31942,38.731053
928,MR115W006.2D,MR115W006.2D,MO 115,West,115 WB U to Hanley,-90.292727,38.701611
929,MR115E003.9D,MR115E003.9D,MO 115,East,115 EB U to Goodfellow,-90.292502,38.701397
930,MR115E005.5D,MR115E005.5D,MO 115,East,115 EB Goodfellow to Union,-90.27121,38.685967
931,MR115W005.4D,MR115W005.4D,MO 115,West,115 WB Union to Goodfellow,-90.25833,38.679309
932,MR115E006.4D,MR115E006.4D,MO 115,East,115 EB Union to Kingshighway,-90.258212,38.679204
933,MR115W005.0D,MR115W005.0D,MO 115,West,115 WB Kingshighway to Union,-90.251967,38.676408
934,MR115E006.8D,MR115E006.8D,MO 115,East,115 EB Kingshighway to Newstead,-90.25171,38.676269
935,MR115W004.0D,MR115W004.0D,MO 115,West,115 WB Newstead to Kingshighway,-90.23652,38.66982
936,MR115E007.7D,MR115E007.7D,MO 115,East,115 EB Newstead to Grand,-90.236428,38.669732
937,MR115W002.8D,MR115W002.8D,MO 115,West,115 WB Grand to Newstead,-90.216868,38.661211
938,MR115E008.9D,MR115E008.9D,MO 115,East,115 EB Grand to Salisbury,-90.216718,38.661102
939,MR115W002.3D,MR115W002.3D,MO 115,West,115 WB Salisbury to Grand,-90.209486,38.657893
940,MR231N001.9D,MR231N001.9D,MO 231,North,231 NB Becker to Christopher,-90.325472,38.437296
941,MR231S006.7D,MR231S006.7D,MO 231,South,231 SB Christopher to Becker,-90.306933,38.450774
942,MR231N003.4D,MR231N003.4D,MO 231,North,231 NB Christopher to Baumgartner,-90.306525,38.450993
943,MR231S005.4D,MR231S005.4D,MO 231,South,231 SB Baumgartner to Christopher,-90.305051,38.470027
944,MR231N004.7D,MR231N004.7D,MO 231,North,231 NB Baumgartner to Forder,-90.304852,38.470489
945,MR231S004.3D,MR231S004.3D,MO 231,South,231 SB Forder to Baumgartner,-90.30431,38.485003
946,MR231N005.7D,MR231N005.7D,MO 231,North,231 NB Forder to Barracksview,-90.304241,38.48536
947,MR231N005.8D,MR231N005.8D,MO 231,North,231 NB Forder to I-255 NB,-90.304241,38.48536
948,MR231S003.4D,MR231S003.4D,MO 231,South,231 SB Barracksview to Kinswood,-90.300748,38.497295
949,MR231N006.6D,MR231N006.6D,MO 231,North,231 NB Barracksview to Kingston,-90.300399,38.49761
950,MR231S002.3D,MR231S002.3D,MO 231,South,231 SB Kingston to Barracksview,-90.290574,38.512226
951,MR231S003.8D,MR231S003.8D,MO 231,South,231 SB Kinswood to Forder,-90.303686,38.492056
952,MR100W016.0D,MR100W016.0D,MO 100,West,100 WB Old State to West Glen Farms,-90.595545,38.590652
953,MR100E008.5D,MR100E008.5D,MO 100,East,100 EB West Glen Farms to Old State,-90.614921,38.583491
954,MR100E009.7D,MR100E009.7D,MO 100,East,100 EB Old State to 340,-90.598549,38.589613
955,MR100W015.4D,MR100W015.4D,MO 100,West,100 WB 340 to Old State,-90.5862,38.592665
956,MR100E010.2D,MR100E010.2D,MO 100,East,100 EB 340 to New Ballwin,-90.585599,38.592581
957,MR100W013.9D,MR100W013.9D,MO 100,West,100 WB New Ballwin to 340,-90.557743,38.592901
958,MR100E011.8D,MR100E011.8D,MO 100,East,100 EB New Ballwin to Ries,-90.557539,38.592792
959,MR100W012.8D,MR100W012.8D,MO 100,West,100 WB Ries to New Ballwin,-90.537865,38.593043
960,MR100E012.9D,MR100E012.9D,MO 100,East,100 EB Ries to Baxter,-90.537672,38.592909
961,MR100W0011.9D,MR100W0011.9D,MO 100,West,100 WB Baxter to Ries,-90.521216,38.593231
962,MR100E013.8D,MR100E013.8D,MO 100,East,100 EB Baxter to 141,-90.520411,38.593164
963,MR100W011.3D,MR100W011.3D,MO 100,West,100 WB 141 to Baxter,-90.509363,38.592837
964,MR100E014.5D,MR100E014.5D,MO 100,East,100 EB 141 to Knollhaven,-90.50814,38.592636
965,MR100W010.7D,MR100W010.7D,MO 100,West,100 WB Knollhaven to 141,-90.499752,38.593136
966,MR100E014.9D,MR100E014.9D,MO 100,East,100 EB Knollhaven to Barrett Station,-90.499484,38.593094
967,MR100W009.3D,MR100W009.3D,MO 100,West,100 WB Barrett Station to Knollhaven,-90.474297,38.596743
968,MR100E016.6D,MR100E016.6D,MO 100,East,100 EB Barrett Station to I-270,-90.473557,38.596659
969,MR100W007.7D,MR100W007.7D,MO 100,West,100 WB I-270 to Barrett Station,-90.449634,38.60364
970,MR100E017.9D,MR100E017.9D,MO 100,East,100 EB I-270 to Bopp,-90.448937,38.603061
971,MR100W006.8D,MR100W006.8D,MO 100,West,100 WB Bopp to I-270,-90.432301,38.601176
972,MR100E018.8D,MR100E018.8D,MO 100,East,100 EB Bopp to 67,-90.431899,38.601055
973,MR100W005.3D,MR100W005.3D,MO 100,West,100 WB 67 to Bopp,-90.406545,38.600239
974,MR100E020.3D,MR100E020.3D,MO 100,East,100 EB 67 to Sappington,-90.405976,38.600189
975,MR100W004.2D,MR100W004.2D,MO 100,West,100 WB Sappington to 67,-90.386423,38.602982
976,MR100E021.4D,MR100E021.4D,MO 100,East,100 EB Sappington to McKnight,-90.386176,38.60289
977,MR100W002.9D,MR100W002.9D,MO 100,West,100 WB McKnight to Sappington,-90.363652,38.609518
978,MR030E001.1D,MR030E001.1D,MO 30,East,30 EB 141 to Rahning-Maurer,-90.446688,38.513818
979,MR030E002.8D,MR030E002.8D,MO 30,East,30 EB Rahning-Maurer to I-270,-90.41642,38.520749
980,MR030E003.9D,MR030E003.9D,MO 30,East,30 EB I-270 to 67,-90.397586,38.525347
981,MR030E004.8D,MR030E004.8D,MO 30,East,30 EB 67 to Eddie Park,-90.384517,38.533035
982,MR030E006.1D,MR030E006.1D,MO 30,East,30 EB Eddie Park to Laclede Sta,-90.362879,38.542003
983,MR030E007.3D,MR030E007.3D,MO 30,East,30 EB Laclede Sta to P-Mackenzie,-90.342738,38.548672
984,MR030E008.4D,MR030E008.4D,MO 30,East,30 EB P-Mackenzie to Weber,-90.323165,38.552664
985,MR030E008.7D,MR030E008.7D,MO 30,East,30 EB Weber to River Des Peres,-90.31441,38.555063
986,MR030E009.9D,MR030E009.9D,MO 30,East,30 EB River Des Peres to Kingshighway,-90.295692,38.563131
987,MR030E010.7D,MR030E010.7D,MO 30,East,30 EB Kingshighway to Taft,-90.28381,38.571464
988,MR030E012.3D,MR030E012.3D,MO 30,East,30 EB Taft to Grand,-90.262182,38.585141
989,MR030E013.4D,MR030E013.4D,MO 30,East,30 EB Grand to Jefferson,-90.243803,38.592537
990,MR030E014.9D,MR030E014.9D,MO 30,East,30 EB Jefferson to I-55,-90.223038,38.604962
991,MR030W000.0D,MR030W000.0D,MO 30,West,30 WB I-55 to Jefferson,-90.212726,38.608356
992,MR030W000.2D,MR030W000.2D,MO 30,West,30 WB Jefferson to Grand,-90.223038,38.604962
993,MR030W001.7D,MR030W001.7D,MO 30,West,30 WB Grand to Taft,-90.243803,38.592537
994,MR030W002.8D,MR030W002.8D,MO 30,West,30 WB Taft to Kingshighway,-90.262182,38.585141
995,MR030W004.3D,MR030W004.3D,MO 30,West,30 WB Kingshighway to River Des Peres,-90.28381,38.571464
996,MR030W005.6D,MR030W005.6D,MO 30,West,30 WB River Des Peres to Weber,-90.296036,38.563098
997,MR030W006.8D,MR030W006.8D,MO 30,West,30 WB Weber to P-Mackenzie,-90.314732,38.555047
998,MR030W007.3D,MR030W007.3D,MO 30,West,30 WB P-Mackenzie to Laclede Sta,-90.323465,38.552765
999,MR030W008.4D,MR030W008.4D,MO 30,West,30 WB Laclede Sta to Eddie Park,-90.343124,38.548756
1000,MR030W009.6D,MR030W009.6D,MO 30,West,30 WB Eddie Park to 67,-90.363437,38.542087
1001,MR030W010.9D,MR030W010.9D,MO 30,West,30 WB 67 to I-270,-90.384967,38.532984
1002,MR030W012.9D,MR030W012.9D,MO 30,West,30 WB Rahning-Maurer to 141,-90.417235,38.520766
1003,MR030W012.0D,MR030W012.0D,MO 30,West,30 WB I-270 to Rahning-Maurer,-90.400891,38.525011
1004,MR366E000.8D,MR366E000.8D,MO 366,East,366 EB Geyer to 67,-90.416141,38.553573
1005,MR366W005.5D,MR366W005.5D,MO 366,West,366 WB 67 to Geyer,-90.407833,38.5556
1006,MR366E001.4D,MR366E001.4D,MO 366,East,366 EB 67 to Sturdy,-90.406117,38.555508
1007,MR366W004.9D,MR366W004.9D,MO 366,West,366 WB Sturdy to 67,-90.39516,38.556346
1008,MR366E002.0D,MR366E002.0D,MO 366,East,366 EB Sturdy to Crestwood Plaza,-90.395042,38.556296
1009,MR366W003.9D,MR366W003.9D,MO 366,West,366 WB Crestwood Plaza to Sturdy,-90.377189,38.558744
1010,MR366E003.0D,MR366E003.0D,MO 366,East,366 EB Crestwood Plaza to Rock Hill,-90.376921,38.55871
1011,MR366W002.8D,MR366W002.8D,MO 366,West,366 WB Rock Hill to Crestwood Plaza,-90.359145,38.564902
